D70,Rrup,Mw,Vs30,zh,
20.2395158,111.9666366,5.7,156.3224,215,6
10.30557131,118.788488,5.7,325.5844,216,6
17.36533904,111.2523549,5.7,146.4362,217,6
16.69883229,101.7348152,5.7,120.869,218,6
13.58622464,113.3222146,5.7,298.5533,219,6
7.611149716,123.1537058,5.7,399.9957,220,6
14.07012793,124.1318799,5.7,309.6915,221,6
8.79090439,131.9243469,5.7,199.3158,222,6
9.196983201,186.6933565,5.7,353.3482,223,6
12.18827305,194.2984271,5.7,432.5877,224,6
11.13528177,181.8338936,5.7,253.6669,225,6
7.454260527,161.4573782,5.7,309.0803,226,6
10.57826545,178.2580204,5.7,256.9584,227,6
21.26876583,135.7557695,5.7,377.0819,228,6
8.22522948,144.9990248,5.7,363.2759,229,6
11.04167107,153.7633175,5.7,421.7628,230,6
10.9982635,123.4102243,5.7,253.933,231,6
7.090959032,108.6934997,5.7,321.4917,232,6
16.7136531,105.9798037,5.7,278.458,233,6
16.54793038,106.1134667,5.7,306.3208,234,6
10.04493902,97.36321033,5.7,293.7617,235,6
14.06497778,110.7014928,5.7,430.6437,236,6
12.04790438,84.88980015,5.1,243.39799,237,7
10.0271282,77.602721,5.1,363.31973,238,7
10.45093297,76.68807531,5.1,206.55794,239,7
14.4,79.77278085,5.1,243.66833,240,7
10.22636299,76.71292778,5.1,248.68715,241,7
6.042226411,75.31900969,5.1,127.1408,242,7
3.7568737,74.15872675,5.1,131.13963,243,7
14.58109049,84.60299553,5.1,228.96497,244,7
10.31542534,78.48425687,5.1,275.56555,245,7
9.617078558,79.72408422,5.1,290.70941,246,7
8.837278993,75.52481108,5.1,185.37057,247,7
7.150384605,79.53674965,5.1,171.66423,248,7
17.82296833,87.30587,5.1,166.97049,249,7
8.758401681,81.83444056,5.1,255.86218,250,7
11.66291559,92.97041048,5.1,389.23804,251,7
17.44992837,94.66607257,5.1,144.11224,252,7
17.93811584,92.44249556,5.1,165.19353,253,7
4.640021552,83.14844778,5.1,307.31921,254,7
10.68374934,74.08283296,5.1,215.21594,255,7
14.14625392,165.878571,5.1,584.48499,256,7
14.61406856,132.5393294,5.1,416.52783,257,7
11.39368246,111.3369655,5.1,278.27405,258,7
11.63868549,122.4560902,5.1,274.86993,259,7
19.14956919,129.6989826,5.1,333.0297,260,7
17.48543394,114.4688832,5.1,265.5409,261,7
16.55582677,97.7297092,5.1,203.2111,262,7
18.4715132,93.3718164,5.1,238.2027,263,7
20.74872526,100.1859838,5.1,246.7284,264,7
20.25265908,103.5458366,5.1,274.122,265,7
19.51990779,90.84599221,5.1,270.7708,266,7
15.3249013,90.56157352,5.1,218.1334,267,7
13.70367834,81.05947509,5.1,281.2124,268,7
16.82419092,86.61715357,5.1,258.5682,269,7
2.693325082,80.79746954,5.1,136.088,270,7
9.884250098,85.28543993,5.1,119.6667,271,7
7.411551794,89.03550728,5.1,382.2518,272,7
3.779285647,98.89648368,5.1,343.7977,273,7
10.93811684,98.58383344,5.1,138.1374,274,7
21.92299706,95.29929089,5.1,89.19601,275,7
13.59303498,126.0584874,5.1,259.5523,276,7
11.18420762,106.7820925,5.1,661.4196,277,7
17.90079049,88.33234186,5.1,156.3224,278,7
7.239889502,95.531889,5.1,325.5844,279,7
10.48606218,88.6050436,5.1,146.4362,280,7
13.76996732,126.3401068,5.1,399.9957,281,7
20.4834128,146.6072832,5.1,199.3158,282,7
6.941282302,130.996194,5.1,309.0803,283,7
17.21785701,147.0465606,5.1,256.9584,284,7
11.82811904,119.9181191,5.1,386.0611,285,7
15.45633851,127.6611564,5.1,421.7628,286,7
7.458471693,102.9312521,5.1,253.933,287,7
4.528741547,94.33688249,5.1,321.4917,288,7
6.6690704,93.73095865,5.1,278.458,289,7
10.48661528,89.51188821,5.1,306.3208,290,7
9.345351786,81.6969652,5.1,293.7617,291,7
9.047839521,127.5040469,5.7,243.39799,292,8
13.06203659,133.6700545,5.7,363.31973,293,8
7.760264171,122.8941632,5.7,206.55794,294,8
8.901893057,89.99832364,5.7,336.31079,295,8
9.8285299,108.2479924,5.7,243.66833,296,8
7.333839376,116.7099966,5.7,248.68715,297,8
23.208576,141.4449986,5.7,127.1408,298,8
19.27256081,131.9491535,5.7,131.13963,299,8
9.658674857,100.2716356,5.7,245.74942,300,8
16.76369291,111.7103558,5.7,228.96497,301,8
14.62712549,121.9329546,5.7,275.56555,302,8
15.4491715,72.21169418,5.7,209.85481,303,8
8.739130392,87.63690666,5.7,576.61603,304,8
17.54402462,161.8906998,5.7,416.52783,305,8
15.07982759,87.73743747,5.7,228.0233,306,8
3.391489348,63.92230688,5.7,432.8886,307,8
6.210475022,63.02622209,5.7,274.5092,308,8
10.88148427,76.97750457,5.7,333.0297,309,8
8.671470464,89.03501733,5.7,265.5409,310,8
8.574088873,73.62701924,5.7,420.4355,311,8
5.221953657,64.41928555,5.7,307.42,312,8
11.50154337,109.3165715,5.7,522.9963,313,8
13.18925699,112.9981869,5.7,203.2111,314,8
12.71822315,105.25157,5.7,238.2027,315,8
22.26212254,88.9442804,5.7,246.7284,316,8
5.478211387,76.39229296,5.7,274.122,317,8
7.232634375,99.60347461,5.7,270.7708,318,8
11.31988958,120.7544971,5.7,218.1334,319,8
5.957348403,117.0677934,5.7,281.2124,320,8
10.47923661,96.89754892,5.7,258.5682,321,8
6.331587479,77.74572128,5.7,291.7127,322,8
19.36647619,183.5813183,5.7,259.5523,323,8
24.59157173,135.9518523,5.7,156.3224,324,8
9.619844074,159.2919471,5.7,325.5844,325,8
18.29923496,145.4169584,5.7,120.869,326,8
16.99978529,113.8243882,5.7,487.2012,327,8
15.24340841,135.7079697,5.7,353.3482,328,8
15.75299971,119.3854913,5.7,253.6669,329,8
17.5363052,102.9752428,5.7,478.8921,330,8
12.04999585,133.2723855,5.7,256.9584,331,8
13.61713259,123.6711266,5.7,377.0819,332,8
11.10819517,105.336979,5.7,363.2759,333,8
9.531552864,94.34068393,5.7,421.7628,334,8
14.64841971,119.6851843,5.3,243.39799,335,9
11.64130577,114.2571207,5.3,206.55794,336,9
8.9442775,81.49576962,5.3,336.31079,337,9
5.36236888,107.9240047,5.3,248.68715,338,9
10.20241148,123.3694178,5.3,131.13963,339,9
7.643807952,92.20007783,5.3,245.74942,340,9
13.34025487,103.6659625,5.3,228.96497,341,9
16.13764233,158.7041585,5.3,416.52783,342,9
15.42512561,90.78912898,5.3,228.0233,343,9
3.554968354,69.66589782,5.3,432.8886,344,9
7.050815556,65.24048629,5.3,274.5092,345,9
15.93049591,75.50013105,5.3,333.0297,346,9
9.187349999,84.43462384,5.3,265.5409,347,9
9.892704383,69.33644529,5.3,420.4355,348,9
9.554972527,60.67105104,5.3,307.42,349,9
11.53260595,103.7641913,5.3,522.9963,350,9
14.78669334,106.2992287,5.3,203.2111,351,9
14.90790394,97.82449978,5.3,238.2027,352,9
12.10325576,81.87391437,5.3,246.7284,353,9
6.949647473,69.24461863,5.3,274.122,354,9
10.30638152,91.64786097,5.3,270.7708,355,9
7.009850212,108.6482045,5.3,281.2124,356,9
10.59905656,88.29071021,5.3,258.5682,357,9
4.758403093,69.99042294,5.3,291.7127,358,9
14.47219403,118.239718,5.3,377.0819,359,9
16.55674485,101.3571671,5.3,363.2759,360,9
15.79465099,92.1875161,5.3,421.7628,361,9
12.15366611,125.435436,5.9,243.39799,362,10
20.49755839,131.1124295,5.9,363.31973,363,10
9.299655908,120.2391294,5.9,206.55794,364,10
14.39949999,87.30965561,5.9,336.31079,365,10
16.33686628,105.3564347,5.9,243.66833,366,10
11.71979095,113.7463189,5.9,248.68715,367,10
28.10622707,128.8443114,5.9,131.13963,368,10
14.49879995,97.02177293,5.9,245.74942,369,10
27.56866518,108.3026208,5.9,228.96497,370,10
19.16423753,118.5874318,5.9,275.56555,371,10
18.74104586,75.41174433,5.9,209.85481,372,10
12.34746938,89.81197322,5.9,576.61603,373,10
27.74499955,183.7217151,5.9,394.61996,374,10
23.0308923,161.2917358,5.9,416.52783,375,10
15.042779,158.7709318,5.9,274.86993,376,10
15.95189017,89.38481946,5.9,228.0233,377,10
6.393778226,66.06156428,5.9,432.8886,378,10
8.587118259,64.33588764,5.9,274.5092,379,10
11.87205964,77.46356595,5.9,333.0297,380,10
5.431132479,88.59172144,5.9,265.5409,381,10
11.95744956,73.2180189,5.9,420.4355,382,10
10.92752946,108.4467536,5.9,522.9963,383,10
13.79379571,103.636942,5.9,238.2027,384,10
19.91422607,87.54498183,5.9,246.7284,385,10
8.504387103,74.78603723,5.9,274.122,386,10
10.35195634,97.73829405,5.9,270.7708,387,10
11.61531317,119.0147448,5.9,218.1334,388,10
9.430291618,114.7413788,5.9,281.2124,389,10
12.75283498,94.51282832,5.9,258.5682,390,10
7.00279944,75.23722344,5.9,291.7127,391,10
21.21763418,182.2247148,5.9,259.5523,392,10
22.30906542,133.9936935,5.9,156.3224,393,10
19.25065194,115.5839424,5.9,487.2012,394,10
17.97578927,136.5683403,5.9,353.3482,395,10
18.61850155,120.4578546,5.9,253.6669,396,10
20.03149021,104.1728969,5.9,478.8921,397,10
18.4855403,126.2938099,5.9,309.0803,398,10
14.5348065,133.8456473,5.9,256.9584,399,10
12.47326341,122.7158368,5.9,377.0819,400,10
12.92794647,105.0293521,5.9,363.2759,401,10
14.2232099,94.63749484,5.9,421.7628,402,10
10.22337518,121.2084827,5.6,206.55794,403,11
14.6558896,112.70265,5.6,248.68715,404,11
11.84787323,113.094376,5.6,127.1408,405,11
18.58631755,104.6085818,5.6,131.13963,406,11
16.30292305,99.40625377,5.6,275.56555,407,11
13.58442859,88.64061316,5.6,290.70941,408,11
11.68588893,95.50459341,5.6,185.37057,409,11
23.20575791,92.31469366,5.6,171.66423,410,11
14.53102887,79.32626655,5.6,166.97049,411,11
15.7468092,82.77107552,5.6,255.86218,412,11
13.2938482,71.25054814,5.6,389.23804,413,11
16.59518002,82.20724815,5.6,144.11224,414,11
6.541788746,72.55017639,5.6,165.19353,415,11
5.573508769,74.453732,5.6,743.37653,416,11
13.65184603,107.1202652,5.6,215.21594,417,11
8.738386579,110.9997965,5.6,136.088,418,11
13.41517797,108.3801145,5.6,119.6667,419,11
14.65972374,98.08122197,5.6,615.7157,420,11
6.356272493,94.63955005,5.6,262.0394,421,11
16.96403254,106.5011357,5.6,458.2165,422,11
11.0953684,114.3297025,5.6,382.2518,423,11
16.70391272,133.4374279,5.6,343.7977,424,11
7.912932453,123.6999809,5.6,138.1374,425,11
2.182086158,119.0445438,5.6,375.5872,426,11
12.49455882,130.4809895,5.6,473.4697,427,11
15.64234637,129.3383866,5.6,99.70285,428,11
6.356414083,137.9456059,5.6,396.2268,429,11
12.13790756,148.7939365,5.6,325.5844,430,11
20.64191852,131.7316086,5.6,120.869,431,11
8.892536196,130.7794723,5.6,399.9957,432,11
3.219192445,125.7912985,5.6,309.6915,433,11
5.137402067,128.8335137,5.6,199.3158,434,11
10.67876397,137.8253928,5.6,459.312,435,11
11.21424095,150.1030492,5.6,253.933,436,11
13.40375321,132.5326774,5.6,321.4917,437,11
12.73792369,128.6249448,5.6,278.458,438,11
11.20389218,132.3629309,5.6,306.3208,439,11
15.6729257,125.1657079,5.6,293.7617,440,11
12.27633496,104.3686893,5.6,430.6437,441,11
11.91973154,102.0133721,5.6,298.2384,442,11
7.064502813,159.3108839,5.6,303.7069,443,11
14.20165483,190.2418158,5.7,206.55794,444,12
18.02415047,86.21774828,5.7,209.85481,445,12
12.79680429,123.1609949,5.7,228.0233,446,12
8.899286488,96.00278494,5.7,432.8886,447,12
11.05224864,104.3338696,5.7,274.5092,448,12
12.21618598,125.0905544,5.7,333.0297,449,12
9.647486719,144.1005677,5.7,265.5409,450,12
15.45844429,128.4255545,5.7,420.4355,451,12
11.71243783,118.8291872,5.7,307.42,452,12
15.8930425,174.0625106,5.7,203.2111,453,12
12.25959216,183.1374229,5.7,281.2124,454,12
9.769733876,177.4657739,5.7,256.9584,455,12
11.06825641,159.0383403,5.7,363.2759,456,12
9.143325434,143.307559,5.7,421.7628,457,12
6.819457456,62.71866435,5.7,243.39799,458,13
9.534275012,65.40186333,5.7,363.31973,459,13
11.98476533,63.28988888,5.7,206.55794,460,13
14.99315844,69.48720097,5.7,336.31079,461,13
10.38797382,90.8307737,5.7,480.68826,462,13
15.25621185,66.32558736,5.7,243.66833,463,13
12.21824455,66.9729666,5.7,248.68715,464,13
14.22998595,71.08247547,5.7,127.1408,465,13
21.53043427,71.80369051,5.7,131.13963,466,13
16.95494028,78.07505962,5.7,245.74942,467,13
24.15049482,80.2228798,5.7,228.96497,468,13
23.33582653,76.7673188,5.7,275.56555,469,13
21.85176423,85.08887728,5.7,290.70941,470,13
20.72965267,80.25513394,5.7,185.37057,471,13
24.93556496,88.98122432,5.7,171.66423,472,13
31.61645141,96.97834058,5.7,166.97049,473,13
21.72232262,93.66598055,5.7,255.86218,474,13
30.58888687,111.8015642,5.7,144.11224,475,13
10.08139375,94.94107089,5.7,307.31921,476,13
17.68155819,70.38113392,5.7,215.21594,477,13
14.80575901,128.200932,5.7,209.85481,478,13
12.63508211,139.8902389,5.7,477.51245,479,13
17.43349363,125.9988404,5.7,394.61996,480,13
11.55440176,98.64159984,5.7,416.52783,481,13
8.306142306,80.38389961,5.7,278.27405,482,13
11.06938119,91.64049293,5.7,274.86993,483,13
10.47224904,104.4047284,5.7,228.0233,484,13
10.07781226,109.4363538,5.7,432.8886,485,13
13.9899857,98.92680132,5.7,274.5092,486,13
3.414088458,86.55063915,5.7,333.0297,487,13
8.51978873,73.87834297,5.7,265.5409,488,13
14.54748088,78.18165674,5.7,420.4355,489,13
11.17078332,82.87818958,5.7,307.42,490,13
5.167523585,69.05335286,5.7,522.9963,491,13
13.17379216,71.21081539,5.7,272.6518,492,13
4.075794401,64.17112162,5.7,203.2111,493,13
7.533790547,61.61151186,5.7,238.2027,494,13
14.42603549,65.67307907,5.7,246.7284,495,13
6.311259779,61.24129911,5.7,270.7708,496,13
10.62417997,62.43162347,5.7,218.1334,497,13
5.07747969,60.56484445,5.7,281.2124,498,13
12.25424008,63.12191233,5.7,258.5682,499,13
12.91684946,75.54818795,5.7,291.7127,500,13
12.07808346,83.30700196,5.7,136.088,501,13
18.64958445,91.65577674,5.7,119.6667,502,13
7.053467233,113.9978342,5.7,262.0394,503,13
14.51022743,94.31021137,5.7,382.2518,504,13
10.84285479,98.33355717,5.7,343.7977,505,13
14.52112255,103.4057114,5.7,138.1374,506,13
23.93248002,125.6246459,5.7,99.70285,507,13
20.55045498,69.04349209,5.7,89.19601,508,13
13.49333169,103.7631164,5.7,259.5523,509,13
13.32206065,92.50426494,5.7,242.8009,510,13
10.06045725,105.273369,5.7,821.5139,511,13
10.2834819,66.35312029,5.7,156.3224,512,13
14.47531347,79.37918689,5.7,325.5844,513,13
14.73799851,82.37106083,5.7,298.5533,514,13
15.3025292,137.6950978,5.7,399.9957,515,13
9.549675387,163.4491939,5.7,199.3158,516,13
4.970311861,109.8783842,5.7,353.3482,517,13
6.85273668,118.937164,5.7,432.5877,518,13
6.506612022,105.3805187,5.7,253.6669,519,13
15.46969942,100.9166428,5.7,478.8921,520,13
6.894040905,86.9678489,5.7,629.692,521,13
4.055255849,88.85003279,5.7,309.0803,522,13
8.746222042,102.6775906,5.7,256.9584,523,13
11.55804482,105.8809981,5.7,523.1513,524,13
9.100109889,83.24343405,5.7,386.0611,525,13
10.81665383,71.62084941,5.7,377.0819,526,13
4.819367178,76.21579493,5.7,363.2759,527,13
2.680093282,83.77422381,5.7,421.7628,528,13
12.40559551,91.66680151,5.7,321.4917,529,13
16.78886536,93.30989617,5.7,278.458,530,13
11.75641952,83.52503316,5.7,306.3208,531,13
12.55751966,74.7905842,5.7,293.7617,532,13
15.51845353,152.2159342,5.7,430.6437,533,13
17.79183802,149.8533023,5.3,243.39799,534,14
12.20686692,140.8257934,5.3,206.55794,535,14
18.27409642,103.6816504,5.3,336.31079,536,14
8.954641255,92.28390436,5.3,480.68826,537,14
16.32020833,131.3484327,5.3,248.68715,538,14
13.91091658,109.059405,5.3,245.74942,539,14
13.97826169,90.31762983,5.3,274.5092,540,14
15.37288522,105.0193754,5.3,333.0297,541,14
16.65707057,115.7452629,5.3,265.5409,542,14
14.01626198,98.40086473,5.3,420.4355,543,14
15.05129563,87.33578417,5.3,307.42,544,14
21.92385687,138.1454166,5.3,203.2111,545,14
17.78713018,128.4145876,5.3,238.2027,546,14
24.90540303,111.5266987,5.3,246.7284,547,14
16.32969381,120.808043,5.3,270.7708,548,14
16.96035377,114.2797605,5.3,258.5682,549,14
8.715796005,90.4709931,5.3,291.7127,550,14
17.7379452,166.3109086,5.3,256.9584,551,14
17.23937354,123.8695096,5.3,421.7628,552,14
16.43488667,134.7916276,5.7,243.39799,553,15
15.1596339,126.2003811,5.7,206.55794,554,15
15.79710417,117.2824099,5.7,248.68715,555,15
15.005469,107.5581579,5.7,228.0233,556,15
10.28580575,82.60528936,5.7,432.8886,557,15
10.66572548,80.08948848,5.7,274.5092,558,15
13.11664591,93.26787126,5.7,333.0297,559,15
9.452698028,102.8487458,5.7,265.5409,560,15
11.06277542,86.48372416,5.7,420.4355,561,15
